COD_ASL,COD_STRUTTURA ,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ORDINARI_ACCREDITATI,TOT_POSTI_ALZHEIMER_ACCREDITATI,TOT_POSTI_ACCREDITATI,DENOM_GESTORE,P_IVA,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA/PRIVATA,ONLUS,WGS84_X,WGS84_Y,location,Limiti amministrativi 2014 delle province di Regione Lombardia,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,Comuni 2015 Polygon Semplificato Qgis
321,000043,PARCO SEMPIONE,PIAZZA DEI VOLONTARI  3,015146,MILANO,20100,MI,94,93,0,93,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.16998905,45.47568554,"(45.47568554, 9.16998905)",4,4,8,623
321,000516,CASA FAMIGLIA PER ANZIANI DOTT. VITTORIO CRESPI,VIA SAN GRATO  29,015248,VILLA CORTESE,20020,MI,64,48,16,64,SODALITAS SOCIETÀ COOPERATIVA SOCIALE - ONLUS,10068220150,VIA SEBASTIANO VENIERO 13,015146,MILANO,MI,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.88612747,45.56902029,"(45.56902029, 8.88612747)",4,4,8,661
327,001808,R.S.A. FONDAZIONE MONS ARRIGO MAZZALI ONLUS  DI MANTOVA,VIA TRENTO  10,020030,MANTOVA,46100,MN,206,164,38,202,FONDAZIONE MONS ARRIGO MAZZALI ONLUS DI MANTOVA,00441270204,VIA TRENTO 10,020030,MANTOVA,MN,FONDAZIONE,PRIVATO,SI,10.79024786,45.16357079,"(45.16357079, 10.79024786)",9,9,4,1048
321,003609,RSA L'OASI,VIA DON LUIGI STURZO  5,015072,CERRO MAGGIORE,20023,MI,114,114,0,114,RSA OASI CERRO SRL,09986470962,VIA DON LUIGI STURZO 5,015072,CERRO MAGGIORE,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,8.98004631,45.58139329,"(45.58139329, 8.98004631)",4,4,8,46
326,001644,RSA - CASA DI RIPOSO SAN GIOVANNI ONLUS,VIA TORRAZZO  9,017024,BOVEGNO,25061,BS,49,40,0,40,FONDAZIONE CASA DI RIPOSO S. GIOVANNI ONLUS,01541600985,VIA TORRAZZO 9,017024,BOVEGNO,BS,FONDAZIONE,PRIVATO,SI,10.27118118,45.79167451,"(45.79167451, 10.27118118)",6,6,2,807
326,001596,RSA - CASA DI RIPOSO AZIENDA SPECIALE RSA DI CONCESIO,VIA C. BATTISTI 72,017061,CONCESIO,25062,BS,43,40,0,40,RSA  CONCESIO  AZIENDA SPECIALE,02248580983,VIA CESARE BATTISTI 72,017061,CONCESIO,BS,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,10.21914932,45.60914359,"(45.60914359, 10.21914932)",6,6,2,1299
321,000026,RSA CASA SAN GIUSEPPE,VIA DELLE ANDE  11,015146,MILANO,20100,MI,120,120,0,120,ASSOCIAZIONE MONTE TABOR,03271350153,VIA OLGETTINA 46,015146,MILANO,MI,ASSOCIAZIONE,PRIVATO,SI,9.12752155,45.49505545,"(45.49505545, 9.12752155)",4,4,8,623
322,000823,CALICANTUS SRL,VIA COSTANTINO  3,012097,MARCHIROLO,21030,VA,42,42,0,42,CALICANTUS SRL,01507520128,VIA COSTANTINO 3,012097,MARCHIROLO,VA,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,8.84018079,45.94952046,"(45.94952046, 8.84018079)",1,1,3,874
327,001894,RSA S. VINCENZO,VIA CAVOUR  1,019116,,,CR,108,108,0,108,IL GABBIANO SOCIETA' COOPERATIVA SOCIALE ONLUS,00722770989,VIA ABATE CREMONESINI 6/8,017149,PONTEVICO,BS,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
326,001591,RSA - O.P. DELBARBA-MASELLI-DANDOLO,VIA CAIROLI  29,017002,ADRO,25030,BS,101,95,0,95,"OPERA PIA DELBARBA-MASELLI-DANDOLO, CENTRO SOCIALE DI ASSISTENZA POLIVALENTE FONDAZIONE ONLUS",82000770170,VIA CAIROLI 29,017002,ADRO,BS,FONDAZIONE,PRIVATO,SI,9.96472034,45.62291377,"(45.62291377, 9.96472034)",6,6,2,493
322,002840,FONDAZIONE CASA DI RIPOSO CITTA' DI OLGIATE COMASCO E.T.S.,VIALE MICHELANGELO  6,013165,OLGIATE COMASCO,22077,CO,82,82,0,82,FONDAZIONE CASA DI RIPOSO CITTA' DI OLGIATE COMASCO ONLUS,03064800133,VIALE MICHELANGELO 6,013165,OLGIATE COMASCO,CO,FONDAZIONE,PRIVATO,SI,8.96350736,45.78592056,"(45.78592056, 8.96350736)",2,2,3,273
321,000331,RSA SANTA CHIARA,VIA P. GORINI 48,098031,LODI,26900,LO,268,241,18,259,FONDAZIONE SANTA CHIARA CENTRO MULTISERVIZI PER LA POPOLAZIONE ANZIANA ONLUS,08043770158,VIA PAOLO GORINI 48,098031,LODI,LO,FONDAZIONE,PRIVATO,SI,9.50955893,45.31352742,"(45.31352742, 9.50955893)",11,11,8,13
326,001694,RSA - FONDAZIONE BEATA LUCIA VERSA DALUMI ONLUS,VIA ALBERTO LOMBARDI  5,017010,BAGOLINO,25072,BS,120,80,30,110,FONDAZIONE BEATA LUCIA VERSA DALUMI ONLUS,87000170172,VIA ALBERTO LOMBARDI 5,017010,BAGOLINO,BS,FONDAZIONE,PRIVATO,SI,10.46544782,45.82348189,"(45.82348189, 10.46544782)",6,6,2,499
326,001725,RSA - FONDAZIONE CASA DI RIPOSO PER ANZIANI DI BOTTICINO ONLUS,VIA T. SPERI 105,017023,BOTTICINO,25082,BS,62,62,0,62,FONDAZIONE CASA DI RIPOSO PER ANZIANI DI BOTTICINO ONLUS,01790140170,VIA TITO SPERI 105,017023,BOTTICINO,BS,FONDAZIONE,PRIVATO,SI,10.30446712,45.53555881,"(45.53555881, 10.30446712)",6,6,2,806
325,001459,STRUTTURA PROTETTA HONEGGER,VIA CAPPUCCINI  10,016004,ALBINO,24021,BG,60,39,21,60,FONDAZIONE HONEGGER R.S.A.,01724950165,VIA CAPPUCCINI 10,016004,ALBINO,BG,FONDAZIONE,PRIVATO,SI,,,,,,,
327,001814,RSA COMUNALE,VIA G. D'ANNUNZIO 3,020055,SAN BENEDETTO PO,46027,MN,72,72,0,72,SANITHAD SERVIZI SOCIALI SOCIETA' COOPERATIVA SOCIALE ONLUS,01304810201,VIA DEGLI ESTENSI 135,029004,BADIA POLESINE,RO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
321,032203,IL PALIO,VIA PIO XI  14,015118,LEGNANO,20025,MI,86,86,0,86,RSA OASI CERRO SRL,09986470962,VIA DON LUIGI STURZO 5,015072,CERRO MAGGIORE,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,8.92478821,45.59794191,"(45.59794191, 8.92478821)",4,4,8,652
324,001056,RSA VILLA TERUZZI,VIA DE GIORGI  72,108021,CONCOREZZO,20863,MB,49,48,0,48,COOPERATIVA SOCIALE COOPSELIOS SOCIETÀ COOPERATIVA ONLUS,01164310359,VIA ANTONIO GRAMSCI 54/S,035033,REGGIO NELL'EMILIA,RE,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.33369957,45.58846083,"(45.58846083, 9.33369957)",12,12,5,1387
321,000037,CASCINA CORTENUOVA,VIA RONCO  7,015169,PAULLO,20067,MI,22,22,0,22,COOPERATIVA SOCIALE RIEDUCAZIONE MOTORIA ARL - CRM COOP. SOCIALE A RL,08029590158,VIA TRENNO 15,015146,MILANO,MI,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.39978826,45.42009272,"(45.42009272, 9.39978826)",4,4,8,638
324,001206,RSA ANNA E GUIDO FOSSATI,VIA COLLODI  6,108033,MONZA,20900,MB,121,121,0,121,CROCE DI MALTA SRL,03653930960,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.29191537,45.57883085,"(45.57883085, 9.29191537)",12,12,5,1482
327,003606,RSA RODIGO,VIA CANTARANA  25,020051,RODIGO,46040,MN,120,120,0,120,GRUPPO GHERON SRL,01574550339,VIA ARCHIMEDE 57,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
322,000819,CASA DON GUANELLA,PIAZZA DON GUANELLA  43,012084,ISPRA,21027,VA,59,59,0,59,PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI SERVI DELLA CARITA' - OPERA DON GUANELLA,01084241007,VICOLO CLEMENTI 41,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,NO,8.62155467,45.79858993,"(45.79858993, 8.62155467)",1,1,3,859
328,002178,IL POGGIO - CASA DELLA PROVVIDENZA MONS. F. TORTA,VIA PORRO  1,018037,CASTEGGIO,27045,PV,52,52,0,52,COOPERATIVA SOCIALE COOPSELIOS SOCIETÀ COOPERATIVA ONLUS,01164310359,VIA ANTONIO GRAMSCI 54/S,035033,REGGIO NELL'EMILIA,RE,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.12459988,45.01057558,"(45.01057558, 9.12459988)",7,7,6,1114
324,001017,RSA LE QUERCE,VIA PASTEUR  8,108017,CAVENAGO DI BRIANZA,20873,MB,85,70,15,85,COOPERATIVA SOCIALE RIEDUCAZIONE MOTORIA ARL - CRM COOP. SOCIALE A RL,08029590158,VIA TRENNO 15,015146,MILANO,MI,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.42163283,45.58665922,"(45.58665922, 9.42163283)",12,12,5,1497
325,001221,FONDAZIONE CECILIA CACCIA IN DEL NEGRO ONLUS,VIA XX SETTEMBRE 19/21,016108,GANDINO,24024,BG,150,110,40,150,FONDAZIONE CECILIA CACCIA IN DEL NEGRO ONLUS,02200060164,VIA XX SETTEMBRE 19/21,016108,GANDINO,BG,FONDAZIONE,PRIVATO,SI,9.90149444,45.81321528,"(45.81321528, 9.90149444)",5,5,1,603
322,002913,SACRO CUORE - 1,VIA ROMA  33,013087,DIZZASCO,22020,CO,153,144,0,144,ASSOCIAZIONE IL FOCOLARE DI S. MARIA DI LORETO,01943130136,VIA VANONE CERESOLA 3,013253,ALTA VALLE INTELVI,CO,ASSOCIAZIONE,PRIVATO,SI,9.09872324,45.94409872,"(45.94409872, 9.09872324)",2,2,7,212
324,001077,CASA FAMIGLIA PER ANZIANI,VIA ALDO MORO  10,097058,OLGIATE MOLGORA,23887,LC,65,65,0,65,SODALITAS SOCIETÀ COOPERATIVA SOCIALE - ONLUS,10068220150,VIA SEBASTIANO VENIERO 13,015146,MILANO,MI,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.39767742,45.72195901,"(45.72195901, 9.39767742)",10,10,5,1034
328,002185,RESIDENZA I GIGLI,VIA CAVOUR/ANGOLO VIA MADONNA 47,018027,CANDIA LOMELLINA,27031,PV,22,22,0,22,ANTEO COOPERATIVA SOCIALE ONLUS,01758780025,VIA PIACENZA 11,096004,BIELLA,BI,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
325,001439,CARISMA,VIA MONTE GLENO  49,016024,BERGAMO,24100,BG,439,341,80,421,FONDAZIONE CASA DI RICOVERO SANTA MARIA AUSILIATRICE ONLUS,01066880160,VIA MONTE GLENO 49,016024,BERGAMO,BG,FONDAZIONE,PRIVATO,SI,9.70348645,45.69756016,"(45.69756016, 9.70348645)",5,5,1,683
328,002193,CASA DEL VECCHIO E DEL FANCIULLO ITALA VOCHIERI,VIALE ITALIA  1,018065,FRASCAROLO,27030,PV,53,53,0,53,FONDAZIONE CASA DEL VECCHIO E DEL FANCIULLO ITALA VOCHIERI ONLUS,01504250182,VIALE ITALIA 1,018065,FRASCAROLO,PV,FONDAZIONE,PRIVATO,SI,8.68460303,45.04706971,"(45.04706971, 8.68460303)",7,7,6,1212
321,000241,CASA DELL'ANZIANO - RESIDENZA LUIGI STRADA,VIA LEONARDO DA VINCI  26,015032,BRESSO,20091,MI,90,77,13,90,ENTE MORALE PIO XI,03658800150,VIA LEONARDO DA VINCI 26,015032,BRESSO,MI,ASSOCIAZIONE,PRIVATO,NO,9.19657366,45.53085496,"(45.53085496, 9.19657366)",4,4,8,54
327,001932,FONDAZIONE ISTITUTO VISMARA - DE PETRI ONLUS,VIA CARLO VISMARA  10,019088,SAN BASSANO,26020,CR,267,227,31,258,FONDAZIONE ISTITUTO CARLO VISMARA - GIOVANNI DE PETRI ONLUS,00408630192,VIA VISMARA 10,019088,SAN BASSANO,CR,FONDAZIONE,PRIVATO,SI,9.81043793,45.24305415,"(45.24305415, 9.81043793)",8,8,4,788
321,000048,R.S.A. VIA BARONI,VIA C. BARONI 57/A,015146,MILANO,20100,MI,100,80,20,100,COOPERATIVA SOCIALE COOPSELIOS SOCIETÀ COOPERATIVA ONLUS,01164310359,VIA ANTONIO GRAMSCI 54/S,035033,REGGIO NELL'EMILIA,RE,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.17016605,45.40724974,"(45.40724974, 9.17016605)",4,4,8,623
322,000851,SAN LUIGI GONZAGA,VIA GARIBALDI  29,012079,GORLA MINORE,21055,VA,150,126,22,148,EDOS SRL,05831590962,VIA BENEDETTO DA FOIANO 14,048017,FIRENZE,FI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
327,001995,RSA TOSI CIPPELLETTI DI RIVAROLO MANTOVANO,VIA G. AVIGNI 38,020050,RIVAROLO MANTOVANO,46017,MN,80,68,0,68,FONDAZIONE TOSI CIPPELLETTI DI RIVAROLO MANTOVANO ONLUS,01572860201,VIA GINO AVIGNI 38,020050,RIVAROLO MANTOVANO,MN,FONDAZIONE,PRIVATO,SI,10.43748522,45.07099343,"(45.07099343, 10.43748522)",9,9,4,892
325,001285,CASA SAN GIUSEPPE,VIA ASPERTI  1,016114,GORLAGO,24060,BG,136,126,0,126,SANT'ANDREA ONLUS,04100570169,VIA ASPERTI 1,016114,GORLAGO,BG,FONDAZIONE,PRIVATO,SI,9.82688669,45.67462111,"(45.67462111, 9.82688669)",5,5,1,606
322,038327,I LAGHI,VIA MOLINO,013157,MONTORFANO,22030,CO,80,80,0,80,RSA OASI CERRO SRL,09986470962,VIA DON LUIGI STURZO 5,015072,CERRO MAGGIORE,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.14872931,45.78355408,"(45.78355408, 9.14872931)",2,2,3,269
321,000218,VILLA DEL PARCO,VIA XIV STRADA  11,015076,CESATE,20020,MI,103,103,0,103,RESIDENZA DEL PARCO S.R.L.,11497560158,VIA XIV STRADA 11,015076,CESATE,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.09483693,45.59098242,"(45.59098242, 9.09483693)",12,12,5,1240
324,001170,RSA RESIDENZA SAN CAMILLO,VIA VISCONTA  1,108008,BESANA IN BRIANZA,20842,MB,97,83,0,83,FONDAZIONE OPERA SAN CAMILLO,06532810964,VIA E. OLDOFREDI 11,015146,MILANO,MI,FONDAZIONE,PRIVATO,NO,9.26664105,45.70719126,"(45.70719126, 9.26664105)",12,12,5,76
326,001585,R.S.A. -  LIVIA FEROLDI,VIA LAMA  73,017029,BRESCIA,25100,BS,84,60,20,80,FONDAZIONE CASA DI DIO ONLUS,02467380982,VIA MORETTO 4,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.24776512,45.567664,"(45.567664, 10.24776512)",6,6,2,812
322,000727,VILLA PURICELLI CASA CARD. G. LERCARO,PIAZZA PURICELLI  2,012016,BODIO LOMNAGO,21020,VA,120,105,15,120,ASSISTENZA SOCIO SANITARIA SOCIETA' COOPERATIVA SOCIALE,03381200124,LARGO S. GIUSEPPE 2,012026,BUSTO ARSIZIO,VA,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.7521771,45.78354445,"(45.78354445, 8.7521771)",1,1,3,211
321,000521,L'ATTICO AZZURRO,VIA SAN FAUSTINO  27,015146,MILANO,20100,MI,122,122,0,122,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.24171706,45.47462768,"(45.47462768, 9.24171706)",4,4,8,623
322,002717,GIOVANNI XXIII,VIA LEOPARDI 5/1,013147,MERONE,22046,CO,62,62,0,62,COOPERATIVA SOCIALE QUADRIFOGLIO S.C. ONLUS,03890320017,VIALE SAVORGNAN D'OSOPPO 4/10,001191,PINEROLO,TO,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.24540396,45.77941264,"(45.77941264, 9.24540396)",2,2,3,373
322,000741,CORTE COVA,VIA TRIESTE  1040,012034,CARONNO PERTUSELLA,21042,VA,60,60,0,60,CONSORZIO ZENIT SOCIALE - SOCIETA' COOPERATIVA SOCIALE,02719390342,VIA FAUSTINO TANARA 20/B,034027,PARMA,PR,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,NO,9.05931437,45.59371915,"(45.59371915, 9.05931437)",1,1,3,1279
326,001719,RSA - FONDAZIONE COLTURI VILLA DEI PINI ONLUS,VIA T. SPERI 50,017199,VILLA CARCINA,25069,BS,80,72,0,72,FONDAZIONE COLTURI VILLA DEI PINI ONLUS,00725020986,VIA TITO SPERI 50,017199,VILLA CARCINA,BS,FONDAZIONE,PRIVATO,SI,10.19170205,45.63338173,"(45.63338173, 10.19170205)",6,6,2,1008
322,002736,CASA DI RIPOSO FRANCESCO E TERESA VALLARDI,VIA A. POZZONE 2,013010,APPIANO GENTILE,22070,CO,71,70,0,70,OPERA PIA CASA DI RIPOSO FRANCESCO E TERESA VALLARDI,09905400157,VIA A. POZZONE 2,013010,APPIANO GENTILE,CO,FONDAZIONE,PRIVATO,NO,8.9804639,45.73879667,"(45.73879667, 8.9804639)",2,2,3,261
327,001768,FONDAZIONE R.S.A. DI SONCINO ONLUS,VIA SAN PIO V  14,019097,SONCINO,26029,CR,64,62,0,62,FONDAZIONE R.S.A. DI SONCINO ONLUS,00923770192,LARGO CAPRETTI 2,019097,SONCINO,CR,FONDAZIONE,PRIVATO,SI,,,,,,,
322,002778,ISTITUTO SUORE GIUSEPPINE,VIA BORGOVICO  6,013075,COMO,22100,CO,77,75,0,75,SAN GIUSEPPE SOCIETA' COOPERATIVA SOCIALE ONLUS,02082110137,VIA BORGOVICO 6,013075,COMO,CO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.07398873,45.81008906,"(45.81008906, 9.07398873)",2,2,3,204
328,004790,RSA S. CROCE,VIALE MATTEOTTI  63,018110,PAVIA,27100,PV,42,42,0,42,A.S.P - II.AA.RR. PAVIA,02030350181,"V.LE MATTEOTTI, 63",018110,PAVIA,PV,AZIENDA DI SERVIZI ALLA PERSONA,PUBBLICO,NO,9.1526034,45.19032873,"(45.19032873, 9.1526034)",7,7,6,1455
328,002173,PIO ISTITUTO CONIUGI BUZZONI NIGRA,PIAZZA RISORGIMENTO  3,018146,SARTIRANA LOMELLINA,27020,PV,60,60,0,60,PIO ISTITUTO CONIUGI BUZZONI NIGRA,01500460181,PIAZZA RISORGIMENTO 3,018146,SARTIRANA LOMELLINA,PV,FONDAZIONE,PRIVATO,NO,8.67034047,45.11297156,"(45.11297156, 8.67034047)",7,7,6,1237
321,000374,R.S.A. BAGGIO,VIA CAPRI  21,015146,MILANO,20100,MI,120,80,40,120,GRUPPO GHERON SRL,01574550339,VIA ARCHIMEDE 57,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.09292223,45.4674518,"(45.4674518, 9.09292223)",4,4,8,623
327,001811,FONDAZIONE BAGUZZI DASSU',VIA CAMPAGNE  2,020059,SAN MARTINO DALL'ARGINE,46010,MN,40,34,0,34,FONDAZIONE BAGUZZI DASSU',01572850202,VIA CAMPAGNE 2,020059,SAN MARTINO DALL'ARGINE,MN,FONDAZIONE,PRIVATO,NO,10.5101733,45.09275408,"(45.09275408, 10.5101733)",9,9,4,943
326,001666,RSA - CASA DI RIPOSO CENACOLO ELISA BALDO,VIA E. BALDO 13,017077,GAVARDO,25085,BS,42,37,0,37,ENTE MORALE CENACOLO ELISA BALDO,00465200178,VIA TRIESTE 13,017029,BRESCIA,BS,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,10.43899175,45.58390475,"(45.58390475, 10.43899175)",6,6,2,1373
321,000496,R.S.A. MATER GRATIAE,VIA CORRADO II IL SALICO  50,015146,MILANO,20100,MI,120,110,10,120,EDOS SRL,05831590962,VIA BENEDETTO DA FOIANO 14,048017,FIRENZE,FI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.19524063,45.44137857,"(45.44137857, 9.19524063)",4,4,8,623
321,000623,FONDAZIONE OPERA PIA FRANCESCA  COLLEONI DE MAESTRI ONLUS,VIA COLLEONI  5,015062,CASTANO PRIMO,20022,MI,110,110,0,110,FONDAZIONE OPERA PIA COLLEONI DE MAESTRI ONLUS,03690110154,VIA COLLEONI 5,015062,CASTANO PRIMO,MI,FONDAZIONE,PRIVATO,SI,8.77332134,45.55205936,"(45.55205936, 8.77332134)",4,4,8,43
322,000717,FONDAZIONE CENTRO ASSISTENZA ANZIANI GIULIO MORONI ONLUS,VIA C. FERRARI 4,012042,CASTELLANZA,21053,VA,74,55,17,72,FONDAZIONE CENTRO ASSISTENZA ANZIANI GIULIO MORONI,81009930124,VIA CARDINAL FERRARI 4,012042,CASTELLANZA,VA,FONDAZIONE,PRIVATO,SI,8.90497242,45.61117223,"(45.61117223, 8.90497242)",1,1,3,1293
322,002746,GARIBALDI POGLIANI,VIA CAMUZIO  6,013043,CAPIAGO INTIMIANO,22070,CO,60,60,0,60,FONDAZIONE R.S.A. GARIBALDI POGLIANI ONLUS,01798350136,VIA GALIMBERTI 4,013041,CANTU',CO,FONDAZIONE,PRIVATO,SI,9.12151996,45.77240134,"(45.77240134, 9.12151996)",2,2,3,210
321,000682,CENTRO PADRE AMBROSOLI GIUSEPPE,LARGO MISSIONARI COMBONIANI  3,015146,MILANO,20100,MI,24,24,0,24,COLLEGIO DELLE MISSIONI AFRICANE,00427650239,VICOLO POZZO 1,023091,VERONA,VR,ENTE ECCLESIASTICO,PRIVATO,NO,9.18045654,45.5219911,"(45.5219911, 9.18045654)",4,4,8,623
321,000240,R.S.A. C/O IL CENTRO COMUNALE POLIVALENTE PER ANZIANI DI CUSANO MILANINO,VIA ALEMANNI  10,015098,CUSANO MILANINO,20095,MI,42,42,0,42,SERENI ORIZZONTI 1 SPA,02833470301,VIA VITTORIO VENETO 45,030129,UDINE,UD,SOCIETA' PER AZIONI,PRIVATO,NO,9.18068662,45.54846848,"(45.54846848, 9.18068662)",4,4,8,616
321,000013,CASA DI RIPOSO L. ACCORSI,VIA GUIDI  15,015118,LEGNANO,20025,MI,100,80,20,100,KCS CAREGIVER COOPERATIVA SOCIALE,02125100160,ROTONDA DEI MILLE 1,016024,BERGAMO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.93659836,45.60377474,"(45.60377474, 8.93659836)",4,4,8,652
327,001904,RSA VILLA AURELIA,VIA OGLIO  122,020031,MARCARIA,46010,MN,99,88,10,98,COOPERATIVA LA PROVVIDENZA SOCIETA' COOPERATIVA,03007980232,VIA CAVOUR 38,023096,VILLAFRANCA DI VERONA,VR,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.56897774,45.1107616,"(45.1107616, 10.56897774)",9,9,4,1049
327,001955,RSA LUIGI BIANCHI,VIALE FIUME  49,020030,MANTOVA,46100,MN,60,60,0,60,ASPEF AZIENDA SERVIZI ALLA PERSONA E ALLA FAMIGLIA,01837820206,PIAZZALE MICHELANGELO 1,020030,MANTOVA,MN,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,10.776025,45.1531734,"(45.1531734, 10.776025)",9,9,4,1048
323,000923,RSA BEATO INNOCENZO,VIA XXIV MAGGIO,017017,BERZO INFERIORE,25040,BS,62,62,0,62,RSA BERZO INFERIORE S.R.L.,03193810987,VIA CADUTI 18,017017,BERZO INFERIORE,BS,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.27683937,45.9310855,"(45.9310855, 10.27683937)",6,6,7,502
328,002150,CASA DI RIPOSO PER ANZIANI,VICOLO SCUOLE/ANGOLO DELLE MONDINE 5,018186,ZEME,27030,PV,28,28,0,28,COMUNE DI ZEME,01033550185,PIAZZA MATTEOTTI 1,018186,ZEME,PV,COMUNE,PUBBLICO,NO,,,,,,,
321,000503,VILLA ANTONIETTA,VIA DEI CICLAMINI  34,015146,MILANO,20100,MI,90,90,0,90,FONDAZIONE BIFFI ONLUS,04330030158,VIA DEI CICLAMINI 34,015146,MILANO,MI,FONDAZIONE,PRIVATO,SI,9.12886604,45.45426515,"(45.45426515, 9.12886604)",4,4,8,623
326,001732,RSA - FONDAZIONE IRENE RUBINI FALCK ONLUS,VIA IRENE RUBINI FALCK  5,017204,VOBARNO,25079,BS,82,80,0,80,FONDAZIONE IRENE RUBINI FALCK ONLUS,00726650989,VIA IRENE RUBINI FALCK 5,017204,VOBARNO,BS,FONDAZIONE,PRIVATO,SI,10.49418915,45.64311225,"(45.64311225, 10.49418915)",6,6,2,1009
323,000904,RSA FONDAZIONE VILLA MONS. DAMIANO ZANI,VIA PRADELLI  7,017018,BIENNO,25040,BS,51,42,0,42,FONDAZIONE ONLUS VILLA MONS. DAMIANO ZANI,07237909986,VIA PRADELLI 7,017018,BIENNO,BS,FONDAZIONE,PRIVATO,SI,10.29084231,45.93574453,"(45.93574453, 10.29084231)",6,6,7,503
321,000483,SAN FRANCESCO D'ASSISI,PIAZZA PICCOLI MARTIRI  5,015146,MILANO,20100,MI,74,74,0,74,ASSOCIAZIONE VILLA SAN FERMO ONLUS,02158100137,PIAZZA PICCOLI MARTIRI 5,015146,MILANO,MI,ASSOCIAZIONE DI VOLONTARIATO,PRIVATO,SI,9.22433694,45.50444935,"(45.50444935, 9.22433694)",4,4,8,623
325,001370,RSA PAPA GIOVANNI XXIII,VIA DAMIANO CHIESA  28,016218,TRESCORE BALNEARIO,24069,BG,61,61,0,61,COOPERATIVA SOCIALE SOCIETA' DOLCE SOCIETA' COOPERATIVA,03772490375,VIA CRISTINA DA PIZZANO 5,037006,BOLOGNA,BO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.84062579,45.69670901,"(45.69670901, 9.84062579)",5,5,1,412
